gen	avg	std	min	max	fitness_test
0	0.5068599033816426	0.08460502756159069	0.25120772946859904	0.7632850241545893	
1	0.4254876781018772	0.117887057071261	0.23671497584541062	0.7391304347826086	0.3
2	0.3628327680131566	0.14184628056175203	0.23671497584541062	0.7681159420289855	0.3
3	0.3185863208746504	0.12387348513734742	0.2318840579710145	0.7391304347826086	0.3
4	0.32870162856715973	0.13262510753927503	0.2318840579710145	0.7632850241545893	0.3
5	0.350498509610443	0.1553225767817418	0.2318840579710145	0.7681159420289855	0.3
6	0.3355978260869565	0.1483672477628971	0.2318840579710145	0.7632850241545893	0.3
7	0.3351572513063197	0.12697946721226935	0.2318840579710145	0.7632850241545893	0.3
8	0.31884057971014496	0.13986216430501894	0.2318840579710145	0.7681159420289855	0.3
9	0.34717864435479856	0.15851845615374965	0.2318840579710145	0.7632850241545893	0.3
10	0.3321009563245589	0.1447833770265884	0.2318840579710145	0.8164251207729468	0.3
11	0.3657834382472063	0.15965455167268072	0.2318840579710145	0.7681159420289855	0.3
12	0.3362717266796155	0.15211766716155842	0.22705314009661837	0.7632850241545893	0.2777777777777778
13	0.3727614307324453	0.15331494623753147	0.2222222222222222	0.7681159420289855	0.28888888888888886
14	0.35038943113477267	0.14227619157150645	0.2222222222222222	0.7681159420289855	0.28888888888888886
15	0.3698067632850241	0.15526629420086152	0.2222222222222222	0.7681159420289855	0.28888888888888886
16	0.3830155097889652	0.16883955308025964	0.2222222222222222	0.7681159420289855	0.28888888888888886
17	0.3802334943639291	0.1589345009454198	0.2222222222222222	0.7632850241545893	0.28888888888888886
18	0.3798370175181769	0.1663753418053402	0.2222222222222222	0.7632850241545893	0.28888888888888886
19	0.37492753623188413	0.15056645824713524	0.2222222222222222	0.7632850241545893	0.28888888888888886
20	0.372415458937198	0.15312576320858418	0.21256038647342995	0.7681159420289855	0.3
21	0.34869565217391296	0.1553609668987252	0.21256038647342995	0.7681159420289855	0.3
22	0.36874396135265697	0.14743729460443963	0.21256038647342995	0.748792270531401	0.3
23	0.3778260869565217	0.14641793239471299	0.21256038647342995	0.7632850241545893	0.3
24	0.36724637681159406	0.1558642779190545	0.2028985507246377	0.7632850241545893	0.26666666666666666
25	0.35908212560386477	0.15012897129198843	0.2028985507246377	0.7632850241545893	0.26666666666666666
26	0.34178743961352664	0.14075536447017745	0.2028985507246377	0.7342995169082126	0.26666666666666666
27	0.39188405797101444	0.16831333849554905	0.2028985507246377	0.7681159420289855	0.26666666666666666
28	0.38932367149758457	0.16515253550903727	0.2028985507246377	0.7729468599033816	0.26666666666666666
29	0.3616425120772947	0.15134737574648466	0.2028985507246377	0.7632850241545893	0.26666666666666666
30	0.37927536231884057	0.1600025890126362	0.2028985507246377	0.7681159420289855	0.26666666666666666
31	0.3778743961352658	0.15559242819207186	0.2028985507246377	0.7874396135265701	0.26666666666666666
32	0.35797101449275365	0.13463534974901548	0.2028985507246377	0.6908212560386473	0.26666666666666666
33	0.391304347826087	0.17296575072927728	0.2028985507246377	0.7777777777777778	0.26666666666666666
34	0.3904830917874396	0.15877788147484315	0.2028985507246377	0.7632850241545893	0.26666666666666666
35	0.3938647342995169	0.1516592092972331	0.2028985507246377	0.7632850241545893	0.26666666666666666
36	0.4006763285024155	0.14311885889524337	0.2028985507246377	0.7439613526570048	0.26666666666666666
37	0.35657004830917877	0.13754412198725074	0.2028985507246377	0.7053140096618358	0.26666666666666666
38	0.3724637681159422	0.1451520000881649	0.2028985507246377	0.7632850241545893	0.26666666666666666
39	0.3773429951690822	0.16148262722263138	0.2028985507246377	0.7777777777777778	0.26666666666666666
40	0.3642512077294686	0.14702825336779593	0.2028985507246377	0.7681159420289855	0.26666666666666666
41	0.3749275362318841	0.13803902131849258	0.2028985507246377	0.7632850241545893	0.26666666666666666
42	0.38067632850241545	0.14794602188464226	0.2028985507246377	0.7632850241545893	0.26666666666666666
43	0.39135314497633344	0.15368780027489568	0.2028985507246377	0.7777777777777778	0.26666666666666666
44	0.3878260869565219	0.15333592075963942	0.2028985507246377	0.7632850241545893	0.26666666666666666
45	0.36773532425706346	0.1589772062908225	0.2028985507246377	0.7632850241545893	0.26666666666666666
46	0.35499926804274645	0.15441446278508159	0.2028985507246377	0.7681159420289855	0.26666666666666666
47	0.3654589371980677	0.14830268754776083	0.2028985507246377	0.7874396135265701	0.26666666666666666
48	0.36652173913043484	0.15459941845374253	0.2028985507246377	0.7632850241545893	0.26666666666666666
49	0.3933050309861904	0.14368604066520632	0.2028985507246377	0.7632850241545893	0.26666666666666666
50	0.3527053140096619	0.14794680272107738	0.2028985507246377	0.7391304347826086	0.26666666666666666
51	0.3860386473429952	0.16964859560103834	0.2028985507246377	0.7632850241545893	0.26666666666666666
52	0.35570048309178753	0.14067787962992592	0.2028985507246377	0.7681159420289855	0.26666666666666666
53	0.3664251207729469	0.15374372417072454	0.2028985507246377	0.7729468599033816	0.26666666666666666
54	0.36077294685990347	0.14966629547095764	0.2028985507246377	0.7632850241545893	0.26666666666666666
55	0.4029951690821256	0.17745872967389756	0.2028985507246377	0.7777777777777778	0.26666666666666666
56	0.40492753623188404	0.1642489059230586	0.2028985507246377	0.7777777777777778	0.26666666666666666
57	0.39125555067584056	0.14543008064967433	0.2028985507246377	0.7777777777777778	0.26666666666666666
58	0.4005314009661836	0.149321624087102	0.2028985507246377	0.7681159420289855	0.26666666666666666
59	0.3903864734299517	0.16214865560786476	0.2028985507246377	0.7681159420289855	0.26666666666666666
60	0.3844927536231885	0.1423606745091947	0.2028985507246377	0.7632850241545893	0.26666666666666666
61	0.35714975845410635	0.14844406052369774	0.2028985507246377	0.748792270531401	0.26666666666666666
62	0.3556521739130435	0.15897284595015715	0.2028985507246377	0.7681159420289855	0.26666666666666666
63	0.38299516908212566	0.1585190158084854	0.2028985507246377	0.7632850241545893	0.26666666666666666
64	0.35657004830917877	0.14438335030345611	0.2028985507246377	0.7391304347826086	0.26666666666666666
65	0.3722705314009662	0.153864271683452	0.2028985507246377	0.7536231884057971	0.26666666666666666
66	0.36695652173913046	0.14850012099095247	0.2028985507246377	0.7777777777777778	0.26666666666666666
67	0.3602898550724638	0.15372065695389733	0.2028985507246377	0.7632850241545893	0.26666666666666666
68	0.40120772946859906	0.1546669114112504	0.2028985507246377	0.7777777777777778	0.26666666666666666
69	0.3597101449275362	0.15381967199738708	0.2028985507246377	0.7681159420289855	0.26666666666666666
70	0.39492753623188415	0.16300518426659086	0.2028985507246377	0.7681159420289855	0.26666666666666666
71	0.38028985507246377	0.16395266986993104	0.2028985507246377	0.7632850241545893	0.26666666666666666
72	0.3751690821256039	0.14283222861799927	0.2028985507246377	0.7874396135265701	0.26666666666666666
73	0.36434782608695665	0.126933100288841	0.2028985507246377	0.748792270531401	0.26666666666666666
74	0.3491304347826087	0.13228400188304187	0.2028985507246377	0.7536231884057971	0.26666666666666666
75	0.36555555555555563	0.14946215819167163	0.2028985507246377	0.7632850241545893	0.26666666666666666
76	0.3682608695652174	0.15428692485047948	0.2028985507246377	0.7632850241545893	0.26666666666666666
77	0.3672946859903382	0.14053480531877552	0.2028985507246377	0.782608695652174	0.26666666666666666
78	0.38826086956521744	0.14547666499274345	0.2028985507246377	0.7632850241545893	0.26666666666666666
79	0.398888888888889	0.16119529339271335	0.2028985507246377	0.7632850241545893	0.26666666666666666
80	0.3588888888888889	0.14008878039044032	0.2028985507246377	0.7101449275362319	0.26666666666666666
81	0.3828502415458937	0.14230210520440073	0.2028985507246377	0.7681159420289855	0.26666666666666666
82	0.3564251207729469	0.1482967153963122	0.2028985507246377	0.7729468599033816	0.26666666666666666
83	0.3892270531400966	0.15223487008537373	0.2028985507246377	0.6956521739130435	0.26666666666666666
84	0.36135265700483093	0.14704888679598083	0.2028985507246377	0.7632850241545893	0.26666666666666666
85	0.3842995169082126	0.15479511520155007	0.2028985507246377	0.7632850241545893	0.26666666666666666
86	0.3922705314009663	0.15755459304251718	0.2028985507246377	0.7632850241545893	0.26666666666666666
87	0.376280193236715	0.15150438556902412	0.2028985507246377	0.7632850241545893	0.26666666666666666
88	0.3477777777777778	0.1328660420994665	0.2028985507246377	0.7101449275362319	0.26666666666666666
89	0.3770531400966184	0.15953937142315835	0.2028985507246377	0.748792270531401	0.26666666666666666
90	0.38613526570048307	0.16433253882954457	0.2028985507246377	0.7681159420289855	0.26666666666666666
91	0.40550724637681157	0.16522561213550416	0.2028985507246377	0.7777777777777778	0.26666666666666666
92	0.37637681159420294	0.1568837809088902	0.2028985507246377	0.7632850241545893	0.26666666666666666
93	0.3574396135265701	0.15712220807523694	0.2028985507246377	0.7777777777777778	0.26666666666666666
94	0.3830434782608696	0.15419529329979695	0.2028985507246377	0.7439613526570048	0.26666666666666666
95	0.37855072463768125	0.13950653674298155	0.2028985507246377	0.7632850241545893	0.26666666666666666
96	0.3817874396135267	0.15518372308665762	0.2028985507246377	0.782608695652174	0.26666666666666666
97	0.3537198067632851	0.13734016591790058	0.2028985507246377	0.7632850241545893	0.26666666666666666
98	0.35850241545893724	0.1413475634811936	0.2028985507246377	0.7439613526570048	0.26666666666666666
99	0.3672463768115942	0.14055560329189007	0.2028985507246377	0.7632850241545893	0.26666666666666666
100	0.3529951690821257	0.1382946835434066	0.2028985507246377	0.7632850241545893	0.26666666666666666
101	0.3715458937198068	0.14457298822035197	0.2028985507246377	0.7632850241545893	0.26666666666666666
102	0.37415458937198065	0.1584796948232303	0.2028985507246377	0.7777777777777778	0.26666666666666666
