gen	avg	std	min	max	fitness_test
0	0.5068599033816426	0.08460502756159069	0.25120772946859904	0.7632850241545893	
1	0.41367912534960594	0.1343107708319442	0.25120772946859904	0.7681159420289855	0.23333333333333334
2	0.3086789938364152	0.08867035524226534	0.23671497584541062	0.6135265700483091	0.3
3	0.2984313086902242	0.10268821824702681	0.23671497584541062	0.7681159420289855	0.3
4	0.32211313697989713	0.12904536920863588	0.23671497584541062	0.7391304347826086	0.3
5	0.31151949798296724	0.1277709843022731	0.23671497584541062	0.7632850241545893	0.3
6	0.30434782608695654	0.14057363750893342	0.23671497584541062	0.7681159420289855	0.3
7	0.2878131381044873	0.11690058757725258	0.23671497584541062	0.7632850241545893	0.3
8	0.29585558098143905	0.1190525124529917	0.23671497584541062	0.7391304347826086	0.3
9	0.29321128909229593	0.11937471551561829	0.23671497584541062	0.7681159420289855	0.3
10	0.3043986778540554	0.1397384353689683	0.23671497584541062	0.7681159420289855	0.3
11	0.29010668276972623	0.11444018959507109	0.23671497584541062	0.7681159420289855	0.3
12	0.283346046275108	0.11755962945891084	0.22705314009661837	0.7681159420289855	0.3
13	0.3000920174833218	0.11810347422958897	0.22705314009661837	0.7632850241545893	0.3
14	0.3172858015436726	0.1473641474689135	0.22705314009661837	0.7681159420289855	0.3
15	0.3148621767547598	0.13426573195042352	0.22705314009661837	0.7681159420289855	0.3
16	0.31764939448084173	0.14046417323850355	0.22705314009661837	0.7632850241545893	0.3
17	0.30657158193390077	0.1289446914276575	0.22705314009661837	0.7632850241545893	0.3
18	0.291964346465265	0.10921412078748825	0.22705314009661837	0.6811594202898551	0.3
19	0.3034641215977377	0.13417800671440547	0.22705314009661837	0.7729468599033816	0.3
20	0.31175523349436396	0.1308773628921823	0.22705314009661837	0.7632850241545893	0.3
21	0.3015873015873016	0.12282744292727961	0.22705314009661837	0.7632850241545893	0.3
22	0.330686255045993	0.12085376449133971	0.21256038647342995	0.7729468599033816	0.28888888888888886
23	0.3257334747260517	0.12957668788141252	0.21256038647342995	0.7632850241545893	0.28888888888888886
24	0.3102316363185929	0.12414624460246101	0.21256038647342995	0.7777777777777778	0.28888888888888886
25	0.33407139023081056	0.13685625442929633	0.21256038647342995	0.782608695652174	0.28888888888888886
26	0.3573607932875667	0.12849690405158362	0.21256038647342995	0.7632850241545893	0.28888888888888886
27	0.342242298764038	0.13004513613811922	0.21256038647342995	0.7632850241545893	0.28888888888888886
28	0.33963709202309417	0.1394729580528998	0.21256038647342995	0.7632850241545893	0.28888888888888886
29	0.32746285085305454	0.13177810096829387	0.21256038647342995	0.748792270531401	0.28888888888888886
30	0.32695404434534875	0.10471321437842537	0.21256038647342995	0.6376811594202898	0.28888888888888886
31	0.3491742500842602	0.13588749817425186	0.21256038647342995	0.7632850241545893	0.28888888888888886
32	0.33042380324989024	0.12670235957143594	0.20772946859903382	0.7632850241545893	0.28888888888888886
33	0.3589193057792092	0.14670279969668296	0.19806763285024154	0.7632850241545893	0.28888888888888886
34	0.35041006628468707	0.1512580217933883	0.19806763285024154	0.7632850241545893	0.28888888888888886
35	0.3417547982765374	0.15221082086471854	0.19806763285024154	0.7632850241545893	0.28888888888888886
